UserID,No_of_days_Visited_7_Days,No_Of_Products_Viewed_15_Days,User_Vintage,Most_Viewed_product_15_Days,Most_Active_OS,Recently_Viewed_Product,Pageloads_last_7_days,Clicks_last_7_days
U125212,0,2,1055,Pr100017,iOS,pr101030,0,0
U125213,0,2,85,pr100017,Android,pr100017,0,0
U125214,0,6,693,pr100291,Windows,pr100291,0,0
U125215,0,1,100,Pr100718,Windows,Pr100718,0,0
U125216,0,2,423,pr100483,Windows,pr100483,0,0
U125217,0,1,412,Product101,Windows,Product101,0,0
U125218,0,5,696,Pr100017,Windows,Pr100017,0,0
U125219,0,4,493,Pr100340,windows,Pr100340,0,0
U125220,0,2,2256,pr100206,Windows,pr107394,0,0
U125221,0,3,245,Pr101077,Linux,Pr101077,0,0
U125222,0,2,1179,Pr100003,Windows,Pr100003,0,0
U125224,0,2,380,Pr100166,android,Pr100883,0,0
U125225,0,2,66,Pr100017,Windows,Pr100017,0,0
U125226,0,2,46,Pr100047,"Mac OS X",Pr100047,0,0
U125227,0,1,1962,Pr101004,Windows,Pr101004,0,0
U125228,0,1,189,Product101,Windows,Product101,0,0
U125229,0,1,47,Product101,Windows,Product101,0,0
U125230,0,3,54,pr100086,Windows,pr100086,0,0
U125231,0,1,54,Pr100910,Android,Pr100910,0,0
U125232,0,0,1791,Product101,Android,Product101,0,0
U125233,0,3,166,Pr100101,Android,Pr100101,0,0
U125235,0,2,1016,Pr100003,Windows,Pr100202,0,0
U125236,0,1,122,pr100166,Windows,pr100166,0,0
U125237,0,1,55,Pr100017,Android,Pr100017,0,0
U125238,0,4,981,pr100017,Windows,pr100017,0,0
U125239,0,1,53,Pr100257,"Mac OS X",Pr100257,0,0
U125240,0,2,89,Product101,Windows,Product101,0,0
U125241,0,3,67,Pr100466,Windows,Pr100466,0,0
U125242,0,1,768,Pr100723,"mac os x",Pr100723,0,0
U125243,0,2,931,Pr100185,Windows,Pr100185,0,0
U125244,0,1,65,Pr100631,Android,Product101,0,0
U125245,0,1,254,Pr102113,Windows,Pr102113,0,0
U125246,0,1,160,Product101,Windows,Product101,0,0
U125247,0,1,460,Pr100503,Windows,Pr100503,0,0
U125248,0,0,1112,Pr101446,iOS,Pr101446,0,0
U125249,0,1,168,pr100715,Android,pr100715,0,0
U125250,0,3,627,Pr100133,iOS,Pr100133,0,0
U125251,0,1,83,Product101,Android,Product101,0,0
U125252,0,1,648,Product101,Windows,Product101,0,0
U125253,0,3,68,Pr100070,"Mac OS X",Pr100070,0,0
U125254,0,2,53,Pr100193,"Mac OS X",Pr100193,0,0
U125255,0,1,88,pr101765,"Mac OS X",pr101765,0,0
U125256,0,1,465,Product101,Windows,Product101,0,0
U125257,0,5,75,Pr100772,Windows,Pr100772,0,0
U125258,0,3,69,Product101,Windows,Product101,0,0
U125259,0,1,68,Pr100070,Android,Pr100070,0,0
U125260,0,2,383,Product101,Windows,Product101,0,0
U125261,0,1,493,Pr100771,Android,Pr100771,0,0
U125262,0,1,2256,pr100176,Windows,pr100176,0,0
U125263,0,1,68,pr100070,Android,pr100070,0,0
U125264,0,3,80,pr100113,Windows,pr100113,0,0
U125265,0,1,860,pr100170,Linux,pr100170,0,0
U125266,0,1,2230,Product101,Android,Product101,0,0
U125267,0,0,61,Pr100797,Android,Product101,0,0
U125268,0,3,1530,Pr100080,Windows,Pr100080,0,0
U125269,0,1,127,Product101,Windows,Product101,0,0
U125270,0,1,81,pr100190,Windows,pr100190,0,0
U125271,0,1,133,Pr101397,Android,Pr101397,0,0
U125272,0,1,43,Pr100250,ubuntu,Pr100250,0,0
U125273,0,1,113,Pr100047,Windows,Pr100047,0,0
U125274,0,1,320,Product101,windows,Product101,0,0
U125275,0,5,379,Pr100095,Windows,Pr100608,0,0
U125276,0,2,2191,Pr100017,Windows,Pr100017,0,0
U125277,0,2,104,Pr100070,android,Product101,0,0
U125278,0,2,77,Pr100102,Android,Pr100102,0,0
U125279,0,1,47,Pr100564,Windows,Pr100564,0,0
U125280,0,1,238,Pr100771,Ubuntu,Pr100771,0,0
U125281,0,1,62,Product101,Windows,Product101,0,0
U125282,0,3,107,pr100254,Windows,Product101,0,0
U125283,0,3,191,Pr100371,Linux,Pr100371,0,0
U125284,0,1,1610,Product101,Windows,Product101,0,0
U125285,0,1,517,pr100123,Android,Pr100363,0,0
U125286,0,1,937,pr100102,Windows,pr100102,0,0
U125287,0,1,168,Product101,Android,Product101,0,0
U125288,0,6,221,Pr100095,Windows,Product101,0,0
U125289,0,1,1444,Pr100060,Windows,Pr100060,0,0
U125290,0,1,61,Product101,Windows,Product101,0,0
U125291,0,0,527,Product101,Android,Product101,0,0
U125292,0,1,2036,pr100868,Android,pr100868,0,0
U125293,0,3,286,Pr100285,Windows,Pr100285,0,0
U125294,0,3,65,Pr100102,Windows,Product101,0,0
U125295,0,3,122,Pr100130,Windows,Pr100130,0,0
U125296,0,3,1768,Pr101369,Windows,Pr101369,0,0
U125297,0,2,123,pr100052,Windows,pr100052,0,0
U125298,0,1,415,Pr100285,Windows,Pr100285,0,0
U125299,0,6,1421,pr100868,Windows,pr100868,0,0
U125300,0,2,65,Product101,Windows,Product101,0,0
U125301,0,1,58,pr100453,Android,pr100453,0,0
U125302,0,1,51,Product101,Windows,Product101,0,0
U125303,0,2,375,Product101,Android,Product101,0,0
U125304,0,2,188,pr100311,Android,pr100311,0,0
U125305,0,2,382,pr100027,Windows,Product101,0,0
U125306,0,1,118,pr100548,windows,pr100548,0,0
U125307,0,2,82,Product101,Windows,Product101,0,0
U125308,0,3,1345,Pr100014,Windows,Product101,0,0
U125309,0,1,155,Product101,Windows,Product101,0,0
U125310,0,1,478,Pr100124,windows,Pr100124,0,0
U125311,0,1,133,Product101,Windows,Product101,0,0
U125312,0,4,945,Pr100096,Windows,Pr100973,0,0
U125313,0,1,625,Product101,Android,Product101,0,0
U125314,0,1,538,Product101,Windows,Product101,0,0
U125315,0,0,1092,Product101,Windows,Product101,0,0
U125317,0,1,108,pr100102,Windows,pr100102,0,0
U125318,0,2,348,Pr100130,Linux,Pr100341,0,0
U125319,0,1,343,pr100166,Linux,pr100166,0,0
U125320,0,2,91,pr100747,windows,pr100747,0,0
U125321,0,1,328,Pr100852,Android,Pr100852,0,0
U125322,0,4,1787,Pr100017,"Mac OS X",Pr100166,0,0
U125323,0,1,159,Pr100397,Windows,Pr100397,0,0
U125324,0,1,780,Pr100019,Android,Pr100019,0,0
U125325,0,8,194,Pr100135,Linux,pr100177,0,0
U125326,0,1,230,Pr100282,"Mac OS X",Pr100282,0,0
U125327,0,1,61,Pr100267,Windows,Pr100267,0,0
U125328,0,1,191,Pr100910,Windows,Pr100910,0,0
U125329,0,3,318,Pr101044,windows,Pr101044,0,0
U125330,0,1,797,Product101,windows,Product101,0,0
U125331,0,6,70,pr100082,windows,pr100082,0,0
U125333,0,1,52,Pr100309,Windows,Pr100309,0,0
U125334,0,1,197,Product101,Windows,Product101,0,0
U125335,0,3,894,pr100130,Android,Pr100561,0,0
U125336,0,2,128,Pr101117,Windows,Product101,0,0
U125337,0,2,52,pr100241,Android,Pr100885,0,0
U125338,0,1,44,pr100723,Android,pr100723,0,0
U125339,0,1,461,Pr100362,Windows,Pr100362,0,0
U125340,0,2,44,Product101,Windows,Product101,0,0
U125341,0,2,998,pr100506,Windows,pr100506,0,0
U125342,0,1,112,Product101,windows,Product101,0,0
U125343,0,7,249,Pr100166,Windows,Pr101034,0,0
U125344,0,0,94,Product101,Windows,Product101,0,0
U125348,0,1,195,Pr100578,Windows,Pr100578,0,0
U125349,0,1,320,pr100099,Windows,pr100099,0,0
U125350,0,2,803,pr100219,windows,Product101,0,0
U125351,0,2,696,pr100333,Windows,pr100333,0,0
U125352,0,1,84,Product101,Windows,Product101,0,0
U125353,0,0,900,Pr101463,android,Pr101463,0,0
U125354,0,1,88,Pr100017,Android,Pr100017,0,0
U125355,0,1,1287,pr101010,Windows,pr101010,0,0
U125356,0,3,236,Pr100070,Android,Pr100070,0,0
U125357,0,2,66,Pr100590,Linux,Pr100590,0,0
U125358,0,2,92,pr100148,Windows,pr100148,0,0
U125359,0,4,46,pr100145,Windows,pr100145,0,0
U125360,0,1,153,Pr100123,Android,Pr100746,0,0
U125361,0,1,89,Product101,Android,Product101,0,0
U125362,0,1,783,pr102707,Android,pr102707,0,0
U125363,0,1,214,Product101,Windows,Product101,0,0
U125364,0,4,116,Pr100187,Windows,Pr100187,0,0
U125365,0,1,222,Pr100102,Windows,Pr100102,0,0
U125366,0,1,794,Pr100178,Windows,Pr100178,0,0
U125367,0,1,150,pr100513,Windows,pr100513,0,0
U125368,0,1,462,Product101,Windows,Product101,0,0
U125369,0,2,87,pr100573,iOS,pr100573,0,0
U125370,0,2,152,Pr100069,windows,Pr100069,0,0
U125371,0,1,125,Product101,Windows,Product101,0,0
U125372,0,1,1007,Pr100063,Windows,Pr100063,0,0
U125373,0,1,NULL,Product101,Windows,Product101,0,0
U125374,0,2,1001,Product101,Windows,Product101,0,0
U125375,0,1,658,Pr100094,Windows,Pr100094,0,0
U125376,0,0,1330,Pr100636,Windows,Pr100636,0,0
U125377,0,1,436,pr100102,Android,pr100102,0,0
U125378,0,1,125,Pr100739,Android,Pr100739,0,0
U125379,0,1,1061,Product101,Windows,Product101,0,0
U125380,0,2,92,Product101,Windows,Product101,0,0
U125381,0,2,58,Pr100163,Windows,Pr100163,0,0
U125382,0,1,50,pr100541,Android,pr100541,0,0
U125383,0,3,47,Pr100070,Android,Pr100910,0,0
U125384,0,2,67,pr100621,Windows,pr100621,0,0
U125385,0,1,83,pr100070,Windows,pr100070,0,0
U125386,0,1,417,pr100166,Android,pr100166,0,0
U125387,0,3,70,Pr100027,Windows,pr105045,0,0
U125388,0,2,320,Pr100290,Windows,Pr100290,0,0
U125389,0,1,63,pr100616,Android,pr100616,0,0
U125390,0,2,60,Pr101760,Android,Pr101760,0,0
U125391,0,1,292,pr100917,Windows,pr100917,0,0
U125392,0,1,129,pr100631,Android,pr100631,0,0
U125393,0,1,218,Product101,Windows,Product101,0,0
U125394,0,1,89,Pr100282,Android,Pr100282,0,0
U125395,0,1,2256,pr100244,android,pr100244,0,0
U125396,0,8,86,Pr101042,Android,pr101706,0,0
U125397,0,2,1110,Product101,"Mac OS X",Product101,0,0
U125398,0,2,414,Pr100983,Windows,Pr100983,0,0
U125399,0,3,53,Product101,Windows,Product101,0,0
U125400,0,2,NULL,pr100036,Linux,pr100036,0,0
U125401,0,2,270,Product101,Windows,Product101,0,0
U125402,0,1,54,Product101,Windows,Product101,0,0
U125403,0,2,57,Pr100097,Android,Pr100097,0,0
U125404,0,2,57,Pr100269,Windows,Pr100269,0,0
U125405,0,1,45,Pr101697,Windows,Pr101697,0,0
U125406,0,1,842,Product101,Windows,Product101,0,0
U125407,0,2,171,Product101,Windows,Product101,0,0
U125409,0,3,423,Product101,Windows,Product101,0,0
U125410,0,1,398,Pr100283,Windows,Pr100283,0,0
U125411,0,1,72,Product101,Windows,Product101,0,0
U125412,0,1,92,pr100017,Windows,pr100017,0,0
U125413,0,4,767,Pr100143,windows,Product101,0,0
U125415,0,2,421,Product101,Windows,Product101,0,0
U125416,0,1,79,Product101,Windows,Product101,0,0
U125417,0,1,405,Pr100401,Windows,Pr100401,0,0
U125418,0,3,66,pr100028,Windows,pr100028,0,0
U125419,0,1,101,pr100017,Android,pr100017,0,0
U125420,0,9,403,Pr100017,Windows,Pr100040,0,0
U125421,0,2,2257,Product101,Windows,Product101,0,0
U125422,0,3,80,Pr100072,Windows,Product101,0,0
U125423,0,4,NULL,pr100153,Windows,pr100153,0,0
U125424,0,1,853,Pr100268,Android,Pr100268,0,0
U125426,0,1,644,Pr100072,Windows,Pr100072,0,0
U125427,0,3,104,pr100070,Windows,pr100070,0,0
U125428,0,2,53,Pr100219,"Mac OS X",Pr100219,0,0
U125429,0,0,62,Product101,windows,Product101,0,0
U125430,0,1,232,Pr100060,Windows,Pr100060,0,0
U125431,0,0,49,Product101,Android,Product101,0,0
U125432,0,1,64,Product101,Windows,Product101,0,0
U125433,0,1,1049,Product101,Windows,Product101,0,0
U125434,0,2,557,Pr100129,windows,Pr100129,0,0
U125435,0,2,53,Product101,Android,Product101,0,0
U125436,0,3,45,pr100141,Android,pr100141,0,0
U125437,0,2,375,Pr100459,Windows,Pr100459,0,0
U125438,0,1,143,pr100017,windows,pr100017,0,0
U125439,0,1,826,Pr100051,Android,Pr100051,0,0
U125440,0,2,399,Pr100378,Windows,Pr100378,0,0
U125441,0,8,431,Pr100017,Windows,Product101,0,0
U125443,0,1,214,pr100694,Windows,pr100694,0,0
U125444,0,2,73,Pr101814,Android,Pr101814,0,0
U125445,0,1,146,Product101,Windows,Product101,0,0
U125446,0,2,123,Pr100101,Windows,Pr100101,0,0
U125447,0,1,411,Product101,Windows,Product101,0,0
U125448,0,1,58,Product101,Windows,Product101,0,0
U125449,0,2,192,Product101,Windows,Product101,0,0
U125450,0,1,76,Pr101148,Android,Pr101148,0,0
U125451,0,1,64,Pr100069,Windows,Pr100069,0,0
U125452,0,0,154,Product101,Linux,Product101,0,0
U125453,0,3,827,Pr100821,Android,Pr100821,0,0
U125454,0,1,923,Pr100145,Android,Pr100145,0,0
U125455,0,1,1369,Pr100485,iOS,Pr100485,0,0
U125456,0,2,70,pr100339,Windows,pr100339,0,0
U125457,0,5,374,Pr100017,Windows,pr100135,0,0
U125458,0,1,914,Product101,Windows,Product101,0,0
U125459,0,1,650,Pr100245,Windows,Pr100245,0,0
U125460,0,2,72,Pr100086,Windows,Product101,0,0
U125461,0,1,324,Pr100723,Android,Pr100723,0,0
U125462,0,1,678,Pr100226,Windows,Pr100226,0,0
U125463,0,1,1590,Pr101887,Android,Pr101887,0,0
U125464,0,1,82,Pr100602,Windows,Pr100602,0,0
U125465,0,7,80,pr100017,Android,Pr100244,0,0
U125466,0,3,927,Pr100556,Windows,Pr100556,0,0
U125467,0,1,642,Product101,Windows,Product101,0,0
U125468,0,1,1233,pr100320,Windows,pr100320,0,0
U125469,0,2,588,pr100017,Windows,pr100017,0,0
U125470,0,2,289,Pr102231,Android,Pr102231,0,0
U125471,0,2,74,pr100876,Windows,pr100876,0,0
U125472,0,2,932,Pr100237,Linux,Pr100237,0,0
U125473,0,1,205,Pr100200,Windows,Pr100200,0,0
U125474,0,0,46,Product101,android,Product101,0,0
U125475,0,1,1081,Product101,Windows,Product101,0,0
U125476,0,1,68,Product101,Android,Product101,0,0
U125477,0,7,108,pr100017,"Mac OS X",Product101,0,0
U125478,0,2,103,Product101,Windows,Product101,0,0
U125479,0,3,1501,Pr100054,Linux,Pr100054,0,0
U125480,0,1,71,Pr100017,windows,Pr100017,0,0
U125481,0,2,59,Pr100086,Android,Pr100086,0,0
U125482,0,1,54,Pr100282,Android,Pr100282,0,0
U125483,0,1,668,Product101,windows,Product101,0,0
U125484,0,4,75,pr100021,Windows,pr100021,0,0
U125485,0,3,83,Pr100028,Android,Pr100872,0,0
U125486,0,2,736,pr100671,Windows,pr100671,0,0
U125487,0,2,280,Product101,Windows,Product101,0,0
U125488,0,2,209,pr100428,Windows,pr100428,0,0
U125489,0,1,893,pr100283,Windows,pr100283,0,0
U125490,0,1,51,Product101,Android,Product101,0,0
U125491,0,7,415,Pr100390,Windows,Pr100390,0,0
U125492,0,1,NULL,Pr100279,Windows,Pr100279,0,0
U125493,0,1,83,pr100219,Windows,pr100219,0,0
U125494,0,1,1350,Pr101135,Windows,Pr101135,0,0
U125495,0,1,50,pr100147,android,pr100147,0,0
U125496,0,1,57,Pr100282,Android,Pr100282,0,0
U125497,0,2,876,Product101,Windows,Product101,0,0
U125498,0,2,150,Product101,Android,Product101,0,0
U125499,0,2,531,Product101,Android,Product101,0,0
U125500,0,1,546,pr100056,Windows,pr100056,0,0
U125501,0,3,80,pr100166,Windows,pr100166,0,0
U125503,0,1,389,Product101,Windows,Product101,0,0
U125504,0,1,135,pr100143,Windows,pr100143,0,0
U125505,0,3,109,Pr100017,windows,Pr100017,0,0
U125506,0,2,209,Pr100055,Windows,Pr100055,0,0
U125508,0,2,127,Pr100070,windows,Pr100476,0,0
U125509,0,2,423,Pr100179,Windows,Pr100179,0,0
U125510,0,4,87,Pr100390,Windows,Pr100390,0,0
U125511,0,1,154,pr100197,Windows,pr100197,0,0
U125512,0,1,68,pr100910,Android,pr100910,0,0
U125513,0,1,87,Pr100285,"Mac OS X",Pr100285,0,0
U125514,0,1,104,pr100199,Android,pr100199,0,0
U125515,0,1,276,Pr100726,Android,Pr100726,0,0
U125516,0,1,92,Product101,Windows,Product101,0,0
U125517,0,1,344,pr102908,Windows,pr102908,0,0
U125518,0,1,93,Pr100189,Windows,Pr100189,0,0
U125519,0,1,112,Pr100277,Windows,Pr100277,0,0
U125521,0,2,50,pr100340,Android,pr100340,0,0
U125522,0,2,52,pr100739,Android,pr100739,0,0
U125523,0,2,56,Product101,Windows,Product101,0,0
U125524,0,1,167,pr100102,windows,pr100102,0,0
U125525,0,1,189,Pr100309,Windows,Pr100309,0,0
U125526,0,1,102,pr100086,Windows,pr100086,0,0
U125527,0,1,448,Pr100532,Windows,Pr100532,0,0
U125528,0,0,110,Product101,Android,Product101,0,0
U125529,0,2,514,pr100017,Android,pr100017,0,0
U125530,0,4,46,pr100750,Windows,Product101,0,0
U125531,0,3,1164,Pr100153,Windows,Pr100153,0,0
U125532,0,1,632,Pr102226,Windows,Pr102226,0,0
U125533,0,13,101,Pr100040,"Mac OS X",pr109720,0,0
U125534,0,1,45,Product101,Windows,Product101,0,0
U125535,0,5,179,Pr100876,Linux,Pr101062,0,0
U125536,0,1,309,Pr101009,Windows,Pr101009,0,0
U125537,0,2,59,pr101198,Windows,pr101198,0,0
U125538,0,0,258,Pr100457,Android,Pr100457,0,0
U125539,0,2,272,pr100296,Windows,pr100296,0,0
U125541,0,0,69,Product101,Windows,Product101,0,0
U125542,0,3,143,Pr100030,Windows,Pr100030,0,0
U125543,0,3,76,pr100017,Windows,pr100017,0,0
U125544,0,4,74,Pr100017,Windows,Pr100051,0,0
U125545,0,1,1227,Pr100686,Windows,Pr100686,0,0
U125546,0,1,296,Product101,windows,Product101,0,0
U125547,0,1,119,Pr100174,Android,Pr100174,0,0
U125548,0,2,NULL,Product101,"Mac OS X",Product101,0,0
U125549,0,1,46,Product101,Android,Product101,0,0
U125550,0,1,504,pr100113,Windows,pr100113,0,0
U125551,0,1,379,Product101,Windows,Product101,0,0
U125552,0,1,46,Product101,Android,Product101,0,0
U125553,0,2,82,Product101,ubuntu,Product101,0,0
U125554,0,1,124,Pr100453,Android,Pr100453,0,0
U125555,0,1,48,Pr100060,Windows,Pr100060,0,0
U125556,0,4,51,pr100017,Windows,pr100017,0,0
U125557,0,9,441,Pr100852,"Mac OS X",Pr100852,0,0
U125558,0,4,2256,pr104848,Windows,pr104848,0,0
U125560,0,4,461,Pr100443,Windows,Pr100443,0,0
U125561,0,1,50,Product101,Android,Product101,0,0
U125562,0,1,57,Product101,Windows,Product101,0,0
U125563,0,3,67,Pr100219,Android,Pr100219,0,0
U125564,0,3,43,Pr100495,Windows,Product101,0,0
U125565,0,5,124,Pr100017,Android,Pr100428,0,0
U125567,0,3,532,pr100051,Windows,pr100719,0,0
U125568,0,1,62,pr100017,Windows,pr100017,0,0
U125569,0,2,676,Pr100166,Windows,Pr100166,0,0
U125570,0,1,956,pr100348,Windows,pr100348,0,0
U125571,0,1,139,Pr100562,Windows,Pr100562,0,0
U125572,0,1,237,Pr100241,Android,Pr100241,0,0
U125573,0,4,601,pr102540,Windows,pr102540,0,0
U125574,0,1,1316,pr100662,Windows,pr100662,0,0
U125575,0,1,1026,Pr100017,iOS,Pr100017,0,0
U125576,0,5,82,pr100241,Windows,pr100241,0,0
U125577,0,1,393,Product101,Windows,Product101,0,0
U125578,0,6,67,Pr100017,Android,Product101,0,0
U125579,0,2,121,Product101,Android,Product101,0,0
U125580,0,1,112,Pr100277,Linux,Pr100277,0,0
U125581,0,3,67,pr100028,Android,pr100901,0,0
U125582,0,1,1178,Product101,Windows,Product101,0,0
U125583,0,2,78,Pr100506,linux,Pr100506,0,0
U125584,0,3,67,Pr100017,Android,Pr100017,0,0
U125585,0,1,46,Pr101540,Android,Pr101540,0,0
U125587,0,1,46,Pr100059,Android,Pr100059,0,0
U125588,0,0,53,Product101,Android,Product101,0,0
U125589,0,3,67,Pr100573,Windows,Pr100901,0,0
U125590,0,2,67,Pr100573,Windows,Pr100573,0,0
U125591,0,6,90,pr100017,Windows,Pr100122,0,0
U125592,0,1,125,Pr101152,"Mac OS X",Pr101152,0,0
U125593,0,2,75,pr100028,Android,pr100028,0,0
U125594,0,1,319,Pr100036,Windows,Pr100036,0,0
U125596,0,1,218,Pr100694,Windows,Pr100694,0,0
U125597,0,0,59,Pr100683,Windows,Pr100683,0,0
U125598,0,1,47,pr100166,Windows,pr100166,0,0
U125599,0,1,118,pr100102,Android,pr100102,0,0
U125600,0,4,2256,Pr100130,Windows,Pr100130,0,0
U125601,0,2,67,Pr100901,android,Pr100901,0,0
U125602,0,0,111,pr100070,Windows,pr100885,0,0
U125603,0,1,131,Product101,Windows,Product101,0,0
U125604,0,1,439,Product101,Windows,Product101,0,0
U125605,0,5,411,pr100072,Windows,pr100072,0,0
U125606,0,4,68,Pr100017,Windows,Pr100017,0,0
U125607,0,2,59,Product101,Windows,Product101,0,0
U125608,0,0,451,Pr100859,Windows,Pr100859,0,0
U125609,0,1,1085,Pr100662,windows,Pr100662,0,0
U125610,0,3,358,pr101640,"Mac OS X",Product101,0,0
U125611,0,3,67,Pr100028,Android,Pr100028,0,0
U125612,0,2,67,Pr100219,Windows,Pr100219,0,0
U125613,0,1,824,Pr100562,Windows,Pr100562,0,0
U125614,0,0,659,Product101,Windows,Product101,0,0
U125615,0,1,545,Pr100079,Windows,Pr100079,0,0
U125616,0,1,49,pr100341,Android,pr100341,0,0
U125617,0,2,48,Pr100355,Windows,Pr100355,0,0
U125618,0,0,99,Product101,Windows,Product101,0,0
U125619,0,1,109,pr100018,android,pr100018,0,0
U125620,0,4,82,Product101,Windows,Product101,0,0
U125621,0,8,1575,Pr100017,Windows,Pr100287,0,0
U125622,0,1,88,Pr100910,Android,Pr100910,0,0
U125623,0,1,57,Pr100320,Android,Pr100320,0,0
U125624,0,1,46,Product101,Android,Product101,0,0
U125625,0,0,67,Product101,Android,Product101,0,0
U125626,0,1,227,Product101,Android,Product101,0,0
U125627,0,1,342,Product101,Windows,Product101,0,0
U125628,0,1,276,Product101,Windows,Product101,0,0
U125629,0,1,1655,pr102864,Linux,pr102864,0,0
U125630,0,0,46,Product101,Windows,Product101,0,0
U125631,0,2,924,Pr100479,Windows,Pr100479,0,0
U125632,0,1,69,Product101,Android,Product101,0,0
U125633,0,1,293,pr100237,Android,pr100237,0,0
U125634,0,1,54,Product101,windows,Product101,0,0
U125635,0,1,716,Product101,"Mac OS X",Product101,0,0
U125636,0,5,398,Pr100615,Android,Pr100615,0,0
U125637,0,1,55,Product101,Windows,Product101,0,0
U125638,0,3,102,Pr100510,Windows,Pr100510,0,0
U125639,0,1,91,Pr100209,Windows,Pr100209,0,0
U125640,0,1,1918,Pr100495,Windows,Pr100495,0,0
U125641,0,2,1078,Pr101717,iOS,Pr101717,0,0
U125642,0,2,740,Pr100044,Android,Pr100051,0,0
U125644,0,1,260,pr100166,Windows,pr100166,0,0
U125645,0,1,200,Product101,Windows,Product101,0,0
U125646,0,3,46,Pr100204,Android,Pr100694,0,0
U125647,0,2,697,Pr100202,Windows,Pr100202,0,0
U125649,0,2,1099,Pr100200,Windows,Pr100200,0,0
U125650,0,4,1079,Pr100166,Windows,Pr100166,0,0
U125651,0,3,91,pr100070,Windows,pr100070,0,0
U125652,0,2,109,Pr100014,Windows,Pr100014,0,0
U125653,0,2,1420,pr100798,Windows,pr100798,0,0
U125654,0,2,1922,pr100688,Android,pr100688,0,0
U125655,0,2,89,Pr100036,Android,Pr100036,0,0
U125656,0,2,291,Pr100019,Windows,Pr100019,0,0
U125657,0,1,53,Pr100282,Android,Pr100282,0,0
U125658,0,3,68,Pr100017,Windows,pr100166,0,0
U125659,0,17,49,Pr100390,Windows,Pr109751,0,0
U125660,0,3,784,pr100371,Windows,pr100371,0,0
U125661,0,1,295,Pr100152,Windows,Pr100152,0,0
U125663,0,2,188,Product101,"Mac OS X",Product101,0,0
U125665,0,1,303,Pr100101,Windows,Pr100101,0,0
U125666,0,1,66,pr100060,Android,pr100060,0,0
U125667,0,1,743,Pr100859,Windows,Pr100859,0,0
U125668,0,1,431,pr100489,Windows,pr100489,0,0
U125669,0,3,57,pr100499,android,pr100499,0,0
U125670,0,0,152,Pr100094,android,Pr100094,0,0
U125671,0,1,1247,pr100282,Android,pr100282,0,0
U125672,0,2,1257,pr100287,Windows,pr100287,0,0
U125673,0,1,249,Pr100102,Android,Pr100102,0,0
U125674,0,1,187,Product101,Windows,Product101,0,0
U125675,0,1,147,Product101,windows,Product101,0,0
U125676,0,2,392,Product101,windows,Product101,0,0
U125677,0,2,272,Pr100650,Windows,Pr100650,0,0
U125678,0,0,223,Pr100219,Android,Pr100859,0,0
U125679,0,1,46,Pr100910,Windows,Pr100910,0,0
U125680,0,1,50,pr100771,android,pr100771,0,0
U125681,0,1,535,Pr100759,Android,Pr100759,0,0
U125683,0,2,335,pr100257,Android,pr100850,0,0
U125684,0,3,55,Pr100017,Windows,Pr100017,0,0
U125685,0,1,148,Product101,Windows,Product101,0,0
U125687,0,2,88,Pr100910,Android,Pr100910,0,0
U125688,0,1,333,pr100087,"Mac OS X",pr100087,0,0
U125689,0,1,55,Product101,Windows,Product101,0,0
U125690,0,3,182,Pr100909,Windows,Pr100909,0,0
U125691,0,3,687,Product101,Windows,Product101,0,0
U125692,0,5,749,Pr100015,Windows,Pr100312,0,0
U125693,0,3,120,Pr100050,Windows,Pr100050,0,0
U125694,0,0,51,Pr100312,Android,Pr100312,0,0
U125695,0,1,475,Pr100019,Windows,Pr100019,0,0
U125696,0,1,53,Product101,Windows,Product101,0,0
U125697,0,2,420,Pr100017,Windows,Pr100017,0,0
U125698,0,4,69,pr100017,Windows,Pr100250,0,0
U125699,0,2,65,pr100250,Android,pr100250,0,0
U125700,0,1,636,Pr100901,Windows,Pr100901,0,0
U125702,0,2,65,Pr100003,"Mac OS X",Pr100003,0,0
U125703,0,1,54,Product101,Windows,Product101,0,0
U125704,0,1,619,Pr100517,iOS,Pr100517,0,0
U125705,0,1,760,Pr100318,Windows,Pr100318,0,0
U125706,0,1,109,Pr100102,Windows,Pr100102,0,0
U125709,0,2,44,Pr100121,Windows,Pr100121,0,0
U125710,0,1,76,Product101,Windows,Product101,0,0
U125711,0,1,629,Pr100051,Windows,Pr100673,0,0
U125712,0,1,385,Product101,Windows,Product101,0,0
U125713,0,3,55,Pr100047,"Mac OS X",Pr100047,0,0
U125714,0,1,695,pr100282,android,pr100282,0,0
U125715,0,2,71,Pr100017,Android,Pr100017,0,0
U125716,0,18,74,Pr100412,Windows,pr104652,0,0
U125717,0,1,1577,pr101421,Windows,pr101421,0,0
U125718,0,3,243,pr100166,Windows,pr100166,0,0
U125719,0,1,350,Pr100688,Android,Pr100688,0,0
U125720,0,2,177,Pr100275,Linux,Product101,0,0
U125721,0,1,515,pr100272,Windows,pr100272,0,0
U125722,0,0,1097,Product101,"Mac OS X",Product101,0,0
U125723,0,1,200,Pr100301,Windows,Pr100301,0,0
U125724,0,6,66,Pr100072,Windows,Pr100166,0,0
U125725,0,1,451,Pr100456,Windows,Pr100456,0,0
U125726,0,1,NULL,Pr100146,Windows,Pr100146,0,0
U125727,0,2,NULL,Pr100330,"Mac OS X",Product101,0,0
U125728,0,1,47,Pr100405,Windows,Pr100405,0,0
